a,b,c,pos,vel,acc
379269019.0732238,2335.7214690901214,784.7599703514607,"(0.0, 1514.8231537286679, 4588.27875000134)","(8.583333333333334, 47114.81910020558, 93319.21894702264)","(30.25, 2300.550258155391, 3842.477322965372)"
379269019.0732238,2335.7214690901214,2335.7214690901214,"(0.0, 1516.2480535859493, 4588.281934911647)","(8.333333333333332, 29001.532908496152, 102032.90636673891)","(23.833333333333336, 2289.9465139675185, 5115.572412314537)"
379269019.0732238,2335.7214690901214,6951.927961775606,"(0.0, 1516.0627851063814, 4588.28847077561)","(7.666666666666666, 22590.52891810361, 117922.98458420363)","(17.75, 2319.4462944397374, 7649.900356835438)"
379269019.0732238,2335.7214690901214,20691.3808111479,"(0.0, 1515.4557895409625, 4588.298060810601)","(6.583333333333333, 14375.743120953399, 137995.86118671048)","(12.25, 2341.997084746408, 11538.958463913294)"
379269019.0732238,2335.7214690901214,61584.82110660255,"(0.0, 1515.3612306920777, 4588.3095400689135)","(5.083333333333333, 10856.517860700973, 158799.4982694249)","(5.916666666666667, 2383.403913255346, 17665.850683922465)"
379269019.0732238,2335.7214690901214,183298.07108324338,"(0.0, 1515.545836480395, 4588.3246552847595)","(3.5833333333333335, 8498.459129085535, 182730.7854295412)","(3.4166666666666665, 2543.362934651479, 27097.259840865656)"
379269019.0732238,2335.7214690901214,545559.4781168514,"(0.0, 1515.7236041284339, 4588.344807700749)","(2.25, 6592.636679365738, 210589.02220883995)","(1.8333333333333333, 2858.535419591839, 41030.200639985545)"
379269019.0732238,2335.7214690901214,1623776.739188721,"(0.0, 1515.9072405795732, 4588.370541687807)","(0.6666666666666667, 6624.844743898568, 241762.24217405205)","(0.5833333333333334, 3419.1707413126765, 61837.585427208374)"
379269019.0732238,2335.7214690901214,4832930.238571752,"(0.0, 1516.0878235679688, 4588.404042495969)","(0.0, 5859.857681729811, 277476.0019379832)","(0.08333333333333334, 3267.117694923746, 93222.24092967925)"
379269019.0732238,2335.7214690901214,14384498.882876629,"(0.0, 1516.180589556193, 4588.447754658055)","(0.0, 4422.168481366327, 318605.98266444844)","(0.0, 2829.220170634856, 140590.26184917038)"
379269019.0732238,2335.7214690901214,42813323.98719387,"(0.0, 1516.201875617025, 4588.504677831914)","(0.0, 3110.1350299030164, 366050.4878600971)","(0.0, 2264.642994028385, 212149.15882794332)"
379269019.0732238,2335.7214690901214,127427498.57031322,"(0.0, 1516.2239037656432, 4588.578607209773)","(0.0, 2596.738350037085, 420891.39284966036)","(0.0, 1924.2791423048002, 320371.98638608947)"
379269019.0732238,2335.7214690901214,379269019.0732238,"(0.0, 1516.2762118012574, 4588.674287158034)","(0.0, 2865.549661478478, 484452.31137886964)","(0.0, 2312.8959643614658, 484277.6699621487)"
379269019.0732238,2335.7214690901214,1128837891.6846883,"(0.0, 1516.3419438119795, 4588.797549546313)","(0.0, 3469.3452345190335, 558381.0012733849)","(0.0, 3391.151157956411, 732976.2509956172)"
379269019.0732238,2335.7214690901214,3359818286.2837744,"(0.0, 1516.411201725803, 4588.955395435845)","(0.0, 4163.067731097362, 644770.8778829542)","(0.0, 5293.798100252947, 1111237.5075128365)"
379269019.0732238,2335.7214690901214,10000000000.0,"(0.0, 1516.4838690820661, 4589.155949772914)","(0.0, 5162.802555941291, 746346.3121143425)","(0.0, 8325.23275178401, 1688332.1024170634)"
379269019.0732238,6951.927961775606,10.0,"(0.0, 1513.8818217107873, 4588.275998906329)","(40.416666666666664, 63348.57898726672, 85046.30902723619)","(58.25, 2482.5852480305666, 2848.3684903835474)"
379269019.0732238,6951.927961775606,29.76351441631318,"(0.0, 1513.8852307015482, 4588.276083396926)","(38.25, 63100.08205410963, 85310.75370474851)","(57.99999999999999, 2463.174772329608, 2879.004649369381)"
379269019.0732238,6951.927961775606,88.58667904100822,"(0.0, 1513.895285024565, 4588.276338536432)","(30.416666666666664, 62370.22459280836, 86104.42267288975)","(44.5, 2420.2882516663813, 2968.02915137156)"
379269019.0732238,6951.927961775606,263.6650898730358,"(0.0, 1513.9244188217972, 4588.277067802319)","(8.5, 60280.79039883091, 88334.0170696622)","(35.66666666666667, 2356.605154010564, 3216.1479570960573)"
379269019.0732238,6951.927961775606,784.7599703514607,"(0.0, 1514.8286441778225, 4588.278780390843)","(8.416666666666666, 46969.5429522115, 93405.91872188612)","(30.25, 2300.591559511607, 3845.380286311707)"
379269019.0732238,6951.927961775606,2335.7214690901214,"(0.0, 1516.248088536427, 4588.281959856129)","(8.166666666666666, 28975.137395368085, 102098.05950242141)","(23.833333333333336, 2290.0566703517566, 5119.366063398774)"
379269019.0732238,6951.927961775606,6951.927961775606,"(0.0, 1516.0629521527203, 4588.288488303364)","(7.5, 22562.944426925118, 117962.72245735145)","(17.75, 2319.513784490603, 7653.331512661145)"
379269019.0732238,6951.927961775606,20691.3808111479,"(0.0, 1515.4564940101375, 4588.2980745247805)","(6.416666666666666, 14372.531901745786, 138022.5827471243)","(12.25, 2341.5572750548317, 11542.79699643848)"
379269019.0732238,6951.927961775606,61584.82110660255,"(0.0, 1515.3615112781908, 4588.309552741204)","(5.0, 10851.229258021973, 158821.02817292168)","(5.916666666666667, 2383.0872573442193, 17668.83016148867)"
379269019.0732238,6951.927961775606,183298.07108324338,"(0.0, 1515.545734659077, 4588.324664848698)","(3.5833333333333335, 8498.681102428796, 182744.95846296233)","(3.4166666666666665, 2543.144143335112, 27099.253672655013)"
379269019.0732238,6951.927961775606,545559.4781168514,"(0.0, 1515.7236137423115, 4588.344814326282)","(2.25, 6592.2637493038, 210597.6038025479)","(1.8333333333333333, 2858.4488815572345, 41031.833591187766)"
379269019.0732238,6951.927961775606,1623776.739188721,"(0.0, 1515.9072518121498, 4588.370546673421)","(0.6666666666666667, 6624.304764079021, 241767.91772807395)","(0.5833333333333334, 3418.9616312833714, 61839.013151989915)"
379269019.0732238,6951.927961775606,4832930.238571752,"(0.0, 1516.0878233937974, 4588.404046268033)","(0.0, 5859.4183163793405, 277479.7863208888)","(0.08333333333333334, 3266.951298009384, 93223.4825024613)"
379269019.0732238,6951.927961775606,14384498.882876629,"(0.0, 1516.180588417962, 4588.4477575082465)","(0.0, 4422.124848073586, 318608.51063948555)","(0.0, 2829.1896590047363, 140591.34322524793)"
379269019.0732238,6951.927961775606,42813323.98719387,"(0.0, 1516.201876234792, 4588.504679980561)","(0.0, 3110.088906986487, 366052.179536001)","(0.0, 2264.628510965038, 212150.1001404717)"
379269019.0732238,6951.927961775606,127427498.57031322,"(0.0, 1516.2239047070934, 4588.5786088246)","(0.0, 2596.749802626255, 420892.5274481783)","(0.0, 1924.2727384501536, 320372.8051831386)"
379269019.0732238,6951.927961775606,379269019.0732238,"(0.0, 1516.2762123552911, 4588.674288366557)","(0.0, 2865.559661231003, 484453.0745942177)","(0.0, 2312.8980678491157, 484278.3815273554)"
379269019.0732238,6951.927961775606,1128837891.6846883,"(0.0, 1516.3419441318445, 4588.79755044593)","(0.0, 3469.3514909204887, 558381.5166427988)","(0.0, 3391.1514368610697, 732976.8686388617)"
379269019.0732238,6951.927961775606,3359818286.2837744,"(0.0, 1516.4112019327201, 4588.9553961006895)","(0.0, 4163.071119578281, 644771.2276299933)","(0.0, 5293.798944069735, 1111238.0428270702)"
379269019.0732238,6951.927961775606,10000000000.0,"(0.0, 1516.4838692303151, 4589.155950259541)","(0.0, 5162.804515901659, 746346.550999075)","(0.0, 8325.230186448573, 1688332.5655076473)"
379269019.0732238,20691.3808111479,10.0,"(0.0, 1513.891790167439, 4588.276105812865)","(37.166666666666664, 62655.988855037634, 85380.67935493612)","(58.166666666666664, 2481.562097220696, 2857.305800613264)"
379269019.0732238,20691.3808111479,29.76351441631318,"(0.0, 1513.8951417928547, 4588.276190779608)","(35.0, 62412.79701542444, 85645.68408415395)","(57.91666666666667, 2462.098063157633, 2887.913004090786)"
379269019.0732238,20691.3808111479,88.58667904100822,"(0.0, 1513.9050278322384, 4588.276443649737)","(25.833333333333336, 61698.40966434054, 86429.2095418263)","(44.0, 2422.3862954952456, 2976.8612927546083)"
379269019.0732238,20691.3808111479,263.6650898730358,"(0.0, 1513.9336816401787, 4588.2771695978245)","(8.25, 59652.34396106751, 88640.73928155086)","(35.583333333333336, 2358.2795804170228, 3224.8231785435983)"
379269019.0732238,20691.3808111479,784.7599703514607,"(0.0, 1514.8446382401412, 4588.278870517408)","(8.166666666666666, 46501.78753667264, 93662.58228840944)","(30.083333333333336, 2300.713363200158, 3853.9355799746336)"
379269019.0732238,20691.3808111479,2335.7214690901214,"(0.0, 1516.2481715503545, 4588.282033912343)","(7.916666666666666, 28906.006091826017, 102291.24942176645)","(23.833333333333336, 2287.4742767565863, 5131.2283376598225)"
379269019.0732238,20691.3808111479,6951.927961775606,"(0.0, 1516.0634375838576, 4588.288540419229)","(7.333333333333333, 22481.507456160383, 118080.79949612237)","(17.75, 2319.073998670746, 7663.451079478718)"
379269019.0732238,20691.3808111479,20691.3808111479,"(0.0, 1515.4585762160286, 4588.298115307269)","(6.25, 14352.990378823193, 138102.01517436843)","(12.25, 2341.4120294828754, 11554.175689391317)"
379269019.0732238,20691.3808111479,61584.82110660255,"(0.0, 1515.3623418954055, 4588.309590417579)","(4.916666666666666, 10834.90594628983, 158885.02196607346)","(5.916666666666667, 2382.58005929263, 17677.682886790433)"
379269019.0732238,20691.3808111479,183298.07108324338,"(0.0, 1515.5454314923632, 4588.324693299655)","(3.5000000000000004, 8500.95070588791, 182787.11373232276)","(3.4166666666666665, 2542.414469513091, 27105.185317146395)"
379269019.0732238,20691.3808111479,545559.4781168514,"(0.0, 1515.723642441214, 4588.344834042621)","(2.166666666666667, 6591.154333233179, 210623.13947868143)","(1.8333333333333333, 2858.1914951585, 41036.69266246182)"
379269019.0732238,20691.3808111479,1623776.739188721,"(0.0, 1515.9072852321308, 4588.370561510704)","(0.4166666666666667, 6622.698420348263, 241784.80782555614)","(0.5833333333333334, 3418.3396770567924, 61843.26196333315)"
379269019.0732238,20691.3808111479,4832930.238571752,"(0.0, 1516.0878228758709, 4588.404057494541)","(0.0, 5858.11121335039, 277491.0490796841)","(0.08333333333333334, 3266.456220963795, 93227.1775635743)"
379269019.0732238,20691.3808111479,14384498.882876629,"(0.0, 1516.1805850309527, 4588.447765991352)","(0.0, 4421.995001914105, 318616.03443650046)","(0.0, 2829.0988569431006, 140594.5616313068)"
379269019.0732238,20691.3808111479,42813323.98719387,"(0.0, 1516.2018780734738, 4588.504686375583)","(0.0, 3109.9516378458175, 366057.2144247937)","(0.0, 2264.585409092123, 212152.90174221428)"
379269019.0732238,20691.3808111479,127427498.57031322,"(0.0, 1516.223907509114, 4588.578613630526)","(0.0, 2596.783889028584, 420895.9043606508)","(0.0, 1924.253679171452, 320375.24217309983)"
379269019.0732238,20691.3808111479,379269019.0732238,"(0.0, 1516.276214004274, 4588.674291963327)","(0.0, 2865.5894237871025, 484455.3461714214)","(0.0, 2312.9043285503512, 484280.4993764856)"
379269019.0732238,20691.3808111479,1128837891.6846883,"(0.0, 1516.3419450838715, 4588.7975531234515)","(0.0, 3469.370112217072, 558383.0505555943)","(0.0, 3391.152267029306, 732978.7069526992)"
379269019.0732238,20691.3808111479,3359818286.2837744,"(0.0, 1516.4112025485765, 4588.955398079652)","(0.0, 4163.081204859967, 644772.2685971109)","(0.0, 5293.801455554053, 1111239.6361056003)"
379269019.0732238,20691.3808111479,10000000000.0,"(0.0, 1516.4838696715537, 4589.1559517082615)","(0.0, 5162.810349428381, 746347.2620028317)","(0.0, 8325.222551128174, 1688333.9438255986)"
379269019.0732238,61584.82110660255,10.0,"(0.0, 1513.9202160660516, 4588.276418155094)","(28.166666666666668, 60695.05641874162, 86350.63112868657)","(57.99999999999999, 2479.639700338854, 2883.0603531740353)"
379269019.0732238,61584.82110660255,29.76351441631318,"(0.0, 1513.9234064633606, 4588.27650087203)","(25.0, 60466.58548150383, 86605.66960392735)","(54.58333333333333, 2460.322101333464, 2913.5873167586005)"
379269019.0732238,61584.82110660255,88.58667904100822,"(0.0, 1513.932819398667, 4588.276750683895)","(12.166666666666668, 59795.14518818108, 87371.42845247705)","(42.833333333333336, 2422.441377241603, 3002.324860916461)"
379269019.0732238,61584.82110660255,263.6650898730358,"(0.0, 1513.9601226732307, 4588.277468130938)","(7.416666666666667, 57869.63470977906, 89534.50497058063)","(35.333333333333336, 2359.021512017936, 3249.8566964759384)"
379269019.0732238,61584.82110660255,784.7599703514607,"(0.0, 1514.8893926334827, 4588.2791359687635)","(7.333333333333333, 45214.02056482124, 94414.55355055197)","(29.916666666666668, 2299.3946314273685, 3878.6706288372397)"
379269019.0732238,61584.82110660255,2335.7214690901214,"(0.0, 1516.248243709501, 4588.282252698153)","(7.083333333333333, 28692.564318144294, 102859.9254836891)","(23.75, 2283.402893149433, 5165.59226336732)"
379269019.0732238,61584.82110660255,6951.927961775606,"(0.0, 1516.064781912427, 4588.288695069189)","(6.666666666666667, 22357.75549234238, 118430.50978442543)","(17.75, 2311.6131998650353, 7692.898645493339)"
379269019.0732238,61584.82110660255,20691.3808111479,"(0.0, 1515.4646469813392, 4588.298236374872)","(5.833333333333333, 14297.045936817598, 138337.55272024107)","(12.25, 2338.1928406758925, 11587.640070346217)"
379269019.0732238,61584.82110660255,61584.82110660255,"(0.0, 1515.3647746591225, 4588.309702193811)","(4.583333333333333, 10795.395289209733, 159074.72780482602)","(5.916666666666667, 2379.5983950772256, 17703.89768889601)"
379269019.0732238,61584.82110660255,183298.07108324338,"(0.0, 1515.5445282005467, 4588.324777845572)","(3.25, 8508.427515190451, 182912.32988759823)","(3.4166666666666665, 2538.4239319777053, 27122.816106740574)"
379269019.0732238,61584.82110660255,545559.4781168514,"(0.0, 1515.7237286044794, 4588.344892696734)","(1.9166666666666665, 6587.857225078501, 210699.08809646097)","(1.8333333333333333, 2857.4270223612957, 41051.14465743002)"
379269019.0732238,61584.82110660255,1623776.739188721,"(0.0, 1515.907384594646, 4588.370605659137)","(0.0, 6619.5681919624585, 241835.05792531912)","(0.5833333333333334, 3416.49233045007, 61855.90261343654)"
379269019.0732238,61584.82110660255,4832930.238571752,"(0.0, 1516.0878213385045, 4588.404090903103)","(0.0, 5854.226146549447, 277524.56308521697)","(0.08333333333333334, 3264.984278439164, 93238.17274447132)"
379269019.0732238,61584.82110660255,14384498.882876629,"(0.0, 1516.1805749568248, 4588.447791237588)","(0.0, 4421.608727566692, 318638.4248438986)","(0.0, 2828.828697912273, 140604.13941751525)"
379269019.0732238,61584.82110660255,42813323.98719387,"(0.0, 1516.2018835459687, 4588.504705408577)","(0.0, 3109.543155190092, 366072.19884329743)","(0.0, 2264.4571653927674, 212161.2396278861)"
